0,3.53
5,4.28
7,4.47
9,4.64
9.2,4.66
9.4,4.67
9.6,4.69
9.8,4.71
10,4.73
10.2,4.75
10.4,4.77
10.6,4.79
10.8,4.8
11,4.82
15,5.25
16,5.43
17,5.63
18,5.94
19,6.5
19.2,6.79
19.4,7.32
19.6,9.04
19.8,9.64
20,9.91
20.2,10.16
20.4,10.34
20.5,10.42
20.6,10.51
20.7,10.57
20.8,10.65
20.9,10.67
21,10.72
21.1,10.78
21.2,10.82
21.3,10.86
21.4,10.9
21.5,10.93
21.6,10.97
21.8,11.01
22,11.06
22.5,11.17
23,11.26
24,11.38
25,11.48
